	3
SOUTH CONDUIT AVENUE	67
SOUTH CONDUIT BOULEVARD	2
SOUTH DRIVE	9
SOUTH ELLIOTT PL	1
SOUTH ELLIOTT PLACE	165
SOUTH END AVENUE	39
SOUTH FIFTH STREET	1
SOUTH GANNON AVENUE	4
SOUTH GATE COURT	2
SOUTH GREENLEAF AVENUE	4
SOUTH MANN AVENUE	1
SOUTH OAK DRIVE	116
SOUTH OXFORD STREET	452
SOUTH PINEHURST AVE	31
SOUTH PINEHURST AVENUE	29
SOUTH PORTLAND AVE	85
SOUTH PORTLAND AVENUE	248
SOUTH RAILROAD AVE	23
SOUTH RAILROAD AVENUE	9
SOUTH RAILROAD ST	2
SOUTH RAILROAD STREET	7
SOUTH ROAD	202
SOUTH SECOND STREET	15
SOUTH STREET	417
SOUTH THIRD STREET	24
SOUTH WILLIAM STREET	51
SOUTHERN BLVD	7
SOUTHERN BOULEVARD	4345
SOUTHGATE COURT	1
SOUTHGATE STREET	1
SPARKILL AVENUE	2
SPARTAN AVENUE	36
SPEEDWELL AVENUE	12
SPENCER AVE	1
SPENCER AVENUE	24
SPENCER COURT	242
SPENCER DRIVE	55
SPENCER PLACE	513
SPENCER ST	1
SPENCER STREET	693
SPENCER TERRACE	2
SPERRY PLACE	4
SPIRIT LANE	19
SPOFFORD AVE	1
SPOFFORD AVENUE	168
SPRAGUE AVENUE	58
SPRATT AVENUE	8
SPRING ST	2
SPRING STREET	1374
SPRINGFIELD AVENUE	12
SPRINGFIELD BLVD	13
SPRINGFIELD BOULEVARD	241
SPRINGFIELD LANE	2
SPRINGFILD BOULEVARD	5
SPRITZ ROAD	1
SPRUCE AVENUE	21
SPRUCE LANE	1
SPRUCE STREET	8
ST  LAWRENCE AVE	2
ST ALBAN'S PLACE	2
ST ANDREWS PLACE	10
ST ANDREWS ROAD	8
ST ANN&APOS;S AVENUE	1
ST ANN'S AVENUE	1
ST ANNS AVENUE	508
ST AUSTINS PLACE	2
ST AUSTINS PLACE NORTH	1
ST CHARLES PLACE	4
ST CLAIRE PLACE	3
ST FELIX AVENUE	23
ST FELIX STREET	81
ST FRANCIS PLACE	11
ST GEORGE'S CRESCENT	20
ST GEORGES CRESCENT	86
ST JAMES AVENUE	79
ST JAMES PLACE	387
ST JOHN AVENUE	4
ST JOHN PLACE	74
ST JOHN&APOS;S PLACE	11
ST JOHN'S PLACE	398
ST JOHNS AVENUE	21
ST JOHNS PL	3
ST JOHNS PLACE	1557
ST JOHNS ROAD	45
ST JUDE PLACE	3
ST JUDES PLACE	2
ST JULIAN PLACE	12
ST LAWRENCE AVENUE	1449
ST LUKE'S PLACE	24
ST LUKES PLACE	32
ST MARK'S AVENUE	281
ST MARK'S PLACE	682
ST MARKS AVE	2
ST MARKS AVENUE	3300
ST MARKS PL	2
ST MARKS PLACE	2029
ST MARY AVENUE	4
ST MARY'S AVENUE	50
ST MARY'S STREET	112
ST MARYS AVENUE	90
ST MARYS STREET	57
ST NICHLAS AVENUE	19
ST NICHLAS PLACE	5
ST NICHLAS TERRACE	14
ST NICHOLAS AVENUE	7830
ST NICHOLAS PLACE	528
ST NICHOLAS TERRACE	241
ST OUEN STREET	7
ST PAUL AVENUE	58
ST PAUL PLACE	1
ST PAUL'S AVENUE	75
ST PAUL'S PLACE	32
ST PAULS AVENUE	176
ST PAULS COURT	7
ST PAULS PLACE	127
ST PETER'S AVENUE	38
ST PETERS AVENUE	111
ST RAYMOND AVENUE	28
ST RAYMOND'S AVENUE	20
ST RAYMONDS AVENUE	97
ST STEPHENS PLACE	2
ST THERESA AVENUE	24
ST. MARKS AVENUE	1
ST. NICHOLAS AVENUE	1
STACK DRIVE	10
STADIUM AVENUE	80
STAFFORD AVE	1
STAFFORD AVENUE	25
STAGE LANE	4
STAGG ST	3
STAGG STREET	109
STANHOPE ST	6
STANHOPE STREET	3793
STANLEY AVE	1
STANLEY AVENUE	446
STANLEY CIRCLE	2
STANTON	1
STANTON ROAD	11
STANTON ST	2
STANTON ST EXTENSION	6
STANTON STREET	1165
STANWICH STREET	4
STANWIX STREET	211
STAPLE STREET	5
STAR COURT	3
STARBUCK STREET	3
STARLING AVENUE	117
STARR AVENUE	24
STARR STREET	1809
STATE ROAD	1
STATE STREET	1254
STATION AVE	1
STATION AVENUE	23
STATION RD	1
STATION ROAD	12
STATION SQUARE	3
STATUE OF LIBERTY	2
STEARNS STREET	8
STEBBINS AVENUE	136
STEDMAN PLACE	13
STEELE AVENUE	11
STEERS STREET	1
STEIG AVENUE	9
STEINWAY AVENUE	20
STEINWAY ST	2
STEINWAY STREET	983
STEPHEN LOOP	1
STEPHEN STREET	552
STEPHENS AVENUE	14
STEPHENS COURT	7
STEPHENS CT	1
STEPNEY STREET	1
STERLING PL	6
STERLING PLACE	1737
STERLING ST	2
STERLING STREET	549
STEUBEN AVE	1
STEUBEN AVENUE	358
STEUBEN STREET	255
STEVENSON PLACE	14
STEWART AVENUE	9
STEWART ROAD	14
STEWART STREET	53
STICKBALL BOULEVARD	1
STICKNEY PLACE	5
STIEG AVENUE	2
STIER PLACE	9
STILLWELL AVE	4
STILLWELL AVENUE	205
STILLWELL PLACE	1
STILLWELLS PLACE	3
STOBE AVENUE	32
STOCKHOLM ST	1
STOCKHOLM STREET	2857
STOCKTON STREET	249
STODDARD PLACE	109
STONE AVENUE	4
STONE CREST COURT	2
STONE STREET	53
STONECREST COURT	8
STONEGATE DRIVE	1
STONEHAM STREET	3
STORY AVENUE	335
STRANG AVENUE	52
STRATFORD AVE	10
STRATFORD AVENUE	1812
STRATFORD COURT	1
STRATFORD RD	1
STRATFORD ROAD	142
STRATTON STREET	4
STRAUS PARK	13
STRAUSS ST	2
STRAUSS STREET	188
STRAWBERRY LANE	13
STRICKLAND AVENUE	8
STRONG AVENUE	18
STRONG STREET	142
STRONGHURST AVENUE	1
STROUD AVENUE	3
STRYKER COURT	1
STUART STREET	78
STUDIO LANE	5
STUYVESANT	1
STUYVESANT AVE	2
STUYVESANT AVENUE	1426
STUYVESANT OVAL	5
STUYVESANT PLACE	27
STUYVESANT STREET	351
STYLER ROAD	1
SUBURBAN PLACE	13
SUFFOLK AVENUE	16
SUFFOLK DRIVE	1
SUFFOLK STREET	478
SULLIVAN PLACE	530
SULLIVAN ROAD	4
SULLIVAN STREET	1054
SUMMER STREET	4
SUMMERFIELD AVENUE	24
SUMMERFIELD PLACE	2
SUMMERFIELD STREET	689
SUMMERFILD STREET	1
SUMMIT AVENUE	1594
SUMMIT COURT	13
SUMMIT PLACE	33
SUMMIT ROAD	4
SUMMIT STREET	17
SUMNER AVENUE	8
SUMNER PLACE	38
SUMPTER STREET	288
SUNBURY ROAD	1
SUNFIELD AVENUE	4
SUNKEN GARDEN LOOP	9
SUNNYMEADE VILLAGE	74
SUNNYSIDE AVENUE	150
SUNNYSIDE COURT	18
SUNRISE TERRACE	2
SUNSET AVENUE	18
SURF AVENUE	129
SURF DRIVE	4
SURREY PLACE	3
SUSAN COURT	4
SUTHERLAND STREET	10
SUTPHIN BLVD	3
SUTPHIN BOULEVARD	547
SUTTER AVE	1
SUTTER AVENUE	722
SUTTON PLACE	100
SUTTON PLACE SOUTH	72
SUTTON SQUARE	28
SUTTON ST	2
SUTTON STREET	45
SUYDAM PLACE	31
SUYDAM ST	6
SUYDAM STREET	2394
SWAN STREET	34
SWEET BROK ROAD	2
SWEET WATER AVENUE	1
SWEETBROOK ROAD	10
SWEETGUM LANE	2
SWEETWATER AVENUE	3
SWINNERTON STREET	29
SWINTON AVENUE	173
SYBILLA STREET	3
SYCAMORE STREET	2
SYLVAN AVENUE	1
SYLVAN COURT	70
SYLVAN PLACE	8
SYLVAN TERRACE	241
SYLVATON TERRACE	7
SYLVIA STREET	1
TAAFFE PL	12
TAAFFE PLACE	230
TABB PLACE	2
TABOR COURT	6
TAFT AVENUE	210
TAHOE STREET	18
TAIPEI COURT	5
TALBOT PLACE	2
TALBOT STREET	11
TALLMAN STREET	4
TAMPA COURT	2
TANGLEWOOD DR	2
TANGLEWOOD DRIVE	75
TAPPEN COURT	43
TAPSCOTT AVENUE	4
TAPSCOTT STREET	208
TARAS SHEVCHENKO PL	24
TARGEE STREET	408
TARLEE PLACE	2
TARLTON STREET	21
TARRING STREET	6
TARRYTOWN AVENUE	2
TAUNTON STREET	11
TAXTER PLACE	11
TAYLOR	4
TAYLOR AVE	1
TAYLOR AVENUE	1427
TAYLOR COURT	2
TAYLOR STREET	90
TECH PLACE	24
TEDDY PLACE	1
TEHAMA ST	1
TEHAMA STREET	35
TELLER AVENUE	3795
TEMPLE COURT	2
TEN EYCK ST	4
TEN EYCK STREET	69
TEN EYCK WALK	1
TENAFLY PLACE	5
TENBROCK AVENUE	9
TENBROECK AVENUE	70
TENEYCK STREET	2
TENEYCK WALK	1
TENNIS COURT	33
TENNIS CT	8
TENNIS PLACE	1
TENNYSON DRIVE	14
TENTH AVENUE	10
TENTH STREET	1
TERRACE COURT	24
TERRACE PLACE	10
TERRACE STREET	14
TERRACE VIEW AVENUE	71
TESSA COURT	25
THAMES STREET	63
THATFORD AVENUE	102
THAYER PLACE	5
THAYER ST	3
THAYER STREET	399
THE BOULEVARD	1
THEATER LANE	1
THELMA COURT	17
THELONIOUS MONK CIRCLE	1
THELONIUS MONK CRCL	44
THERIOT AVENUE	24
THIERIOT AVE	5
THIERIOT AVENUE	845
THIRD AVENUE	224
THIRD STREET	8
THOLLEN STREET	6
THOMAS BOYLAND STREET	113
THOMAS S BOYLAND ST	94
THOMAS S BOYLAND STREET	130
THOMAS STREET	109
THOMPSON AVENUE	3
THOMPSON PLACE	1
THOMPSON STREET	1040
THOMSON AVENUE	26
THORNTON PLACE	14
THORNTON STREET	2
THORNY CROFT AVENUE	3
THORNYCROFT AVENUE	12
THROG MORTON AVENUE	7
THROG NECK EXPRESSWAY	3
THROGGMORTON AVENUE	4
THROGGS NECK BOULEVARD	2
THROGGS NECK EXPRESSWAY	13
THROGMORTIN AVENUE	4
THROGMORTON AVENUE	76
THROGS NECK BLVD	88
THROGS NECK BOULEVARD	6
THROGS NECK EXPRESSWAY	18
THROGS NECK EXPRESSWAY SR	1
THROGS NECK EXPWY	32
THROGS NECK EXPWY SR	113
THROOP AVE	11
THROOP AVENUE	1302
THURSBY AVENUE	9
THURSTON STREET	15
THWAITES PL	1
THWAITES PLACE	117
TIBBET AVENUE	2
TIBBETT AVENUE	263
TIEBOUT AVE	2
TIEBOUT AVENUE	2709
TIEMAN AVENUE	13
TIEMANN AVENUE	141
TIEMANN PLACE	103
TIER STREET	25
TIERNEY PLACE	77
TIFF COURT	2
TIFFANY PLACE	1
TIFFANY STREET	615
TILDEN AVENUE	131
TILDEN STREET	119
TILLARY STREET	20
TILLMAN STREET	10
TILLOTSON AVENUE	102
TILSON PLACE	2
TIMBER RIDGE DRIVE	15
TIMES SQUARE	17
TIMPSON PL	2
TIMPSON PLACE	251
TINTON AVE	1
TINTON AVENUE	1218
TIOGA DRIVE	5
TITUS AVENUE	17
TO 09 173 STREET	1
TODT HILL ROAD	6
TOKEN STREET	27
TOMLINSON AVE	2
TOMLINSON AVENUE	46
TOMPKINS	2
TOMPKINS AVE	8
TOMPKINS AVENUE	2387
TOMPKINS CIRCLE	149
TOMPKINS COURT	9
TOMPKINS PLACE	17
TOMPKINS STREET	54
TONSOR STREET	12
TOPPING AVE	3
TOPPING AVENUE	3012
TOPPING STREET	14
TORRY AVENUE	14
TOTEN STREET	2
TOTTEN STREET	7
TOWERS LANE	4
TOWNSEND AVE	2
TOWNSEND AVENUE	1469
TRAFALGAR PLACE	243
TRAFFIC AVENUE	16
TRANTOR PLACE	35
TRATMAN AVENUE	58
TRAVIS AVENUE	49
TREADWELL AVENUE	54
TREETZ PLACE	1
TREMONT AVENUE	1
TRENT STREET	3
TRENTON COURT	1
TRIMBLE ROAD	1
TRINITY AVE	2
TRINITY AVENUE	533
TRINITY PL	1
TRINITY PLACE	162
TROON ROAD	2
TROTTING COURSE LANE	8
TROUTMAN ST	3
TROUTMAN STREET	3021
TROUTVILLE ROAD	14
TROY AVE	1
TROY AVENUE	702
TROY STREET	2
TRUCKLEMANS LANE	5
TRUMBULL PLACE	16
TRUXTON STREET	143
TRYON AVENUE	382
TRYON PLACE	2
TUCKERTON STREET	15
TUDOR CITY PLACE	51
TUDOR PLACE	52
TUDOR ROAD	2
TURF ROAD	2
TURIN DRIVE	2
TURNBULL AVE	2
TURNBULL AVENUE	162
TURNER AVENUE	1
TURNER PL	3
TURNER PLACE	17
TURNER STREET	17
TURNEUR AVE	1
TURNEUR AVENUE	2
TUSKEGEE AIRMAN WAY	6
TUSKEGEE AIRMEN WAY	5
TWIN PINES DRIVE	2
TWOMBLEY AVENUE	1
TWOMBLY AVENUE	7
TYLER AVENUE	1
TYNAN STREET	3
TYNDALL AVENUE	1
TYRRELL STREET	6
TYSEN LANE	9
TYSEN STREET	37
TYSENS LANE	119
UITCA AVENUE	1
ULMER STREET	5
UN PLAZA	2
UNCAS AVENUE	1
UNDERCLIFF AVE	7
UNDERCLIFF AVENUE	1975
UNDERHILL AVE	11
UNDERHILL AVENUE	762
UNION AVE	4
UNION AVENUE	1924
UNION COURT	2
UNION HALL STREET	103
UNION PLACE	2
UNION PORT ROAD	27
UNION SQ E	1
UNION SQUARE	75
UNION SQUARE SOUTH	5
UNION SQUARE WEST	6
UNION ST	6
UNION STREET	4725
UNION TNPK	5
UNION TPKE	3
UNION TURNPIKE	132
UNIONPORT RD	4
UNIONPORT ROAD	111
UNITED NATIONS PLAZA	28
UNIVERSITY	2
UNIVERSITY AVE	14
UNIVERSITY AVENUE	2678
UNIVERSITY PL	1
UNIVERSITY PLACE	270
UNIVERSITY PLAZA	14
UPTON STREET	25
URSINA ROAD	3
UTAH STREET	20
UTICA AVENUE	862
UTICA STREET	2
UTOPIA PARKWAY	109
UTTER AVENUE	3
V AVENUE	1
VAIL AVENUE	2
VALENTINE AVE	3
VALENTINE AVENUE	6474
VALENTINE PLACE	2
VALHALLA DRIVE	1
VALLES AVENUE	3
VAN  DUZER STREET	1
VAN ALLEN AVE	1
VAN ALLEN AVENUE	2
VAN BRUNT STREET	133
VAN BUREN	2
VAN BUREN ST	4
VAN BUREN STREET	3141
VAN CLEEF STREET	123
VAN CORLEAR PLACE	64
VAN CORTLANDT AVE E	189
VAN CORTLANDT AVE W	53
VAN CORTLANDT AVENUE	66
VAN CORTLANDT AVENUE EAST	20
VAN CORTLANDT AVENUE WEST	48
VAN CORTLANDT PARK	1
VAN CORTLANDT PARK E	18
VAN CORTLANDT PARK EAST	19
VAN CORTLANDT PARK S	57
VAN CORTLANDT PARK SOUTH	35
VAN DAM STREET	52
VAN DOREN STREET	111
VAN DUZER ST	4
VAN DUZER STREET	775
VAN DYKE ST	1
VAN DYKE STREET	15
VAN HORN STREET	3
VAN KLEECK STREET	28
VAN LOON STREET	8
VAN NAME AVENUE	102
VAN NEST AVENUE	311
VAN PELT AVE	3
VAN PELT AVENUE	288
VAN RIPER STREET	5
VAN SICKLEN STREET	21
VAN SICLEN AVE	1
VAN SICLEN AVENUE	1064
VAN SICLEN COURT	16
VAN SICLEN STREET	2
VAN SINDEREN AVENUE	114
VAN TUYL STREET	43
VAN WYCK EXPRESSWAY	104
VAN WYCK EXPRESSWAY E SERVICE RD	2
VAN WYCK EXPRESSWAY S OZONE PRK	2
VAN WYCK EXPRESSWAY SR EAST	14
VAN WYCK EXPRESSWAY SR NB	1
VAN WYCK EXPRESSWAY SR SB	11
VAN WYCK EXPRESSWAY SR WEST	56
VAN WYCK EXPWY SR E	10
VAN WYCK EXPWY SR W	19
VAN ZANDT AVENUE	4
VANALLEN AVENUE	1
VANBRUNT STREET	3
VANBUREN STREET	36
VANCE STREET	9
VANCLEEF STREET	5
VANCORLEAR PLACE	2
VANCORTLANDT AVENUE EAST	12
VANDALIA AVENUE	95
VANDAM STREET	173
VANDERBILT AVE	5
VANDERBILT AVENUE	737
VANDERBILT STREET	5
VANDERVEER PLACE	3
VANDERVEER STREET	84
VANDEVEER STREET	2
VANDOREN STREET	3
VANDUZER STREET	56
VANDYKE STREET	1
VANESSA LANE	3
VANKLEECK STREET	11
VANNAME AVENUE	7
VANNEST AVENUE	18
VANPELT AVENUE	10
VANSICKLEN STREET	3
VANSICKLIN STREET	1
VANSICLEN AVENUE	31
VANWYCK AVENUE	2
VANWYCK BOULEVARD	3
VANWYCK EXPRESSWAY	13
VARET STREET	63
VARIAN AVENUE	6
VARICK AVENUE	9
VARICK STREET	370
VASSAR STREET	7
VASSER STREET	2
VAUX ROAD	1
VEDDER AVENUE	2
VELTMAN AVENUE	15
VERA STREET	12
VERDI SQUARE	1
VERMILYEA AVE	3
VERMILYEA AVENUE	1188
VERMONT AVENUE	25
VERMONT COURT	29
VERMONT STREET	947
VERNON AVE	9
VERNON AVENUE	2905
VERNON BLVD	2
VERNON BOULEVARD	353
VERONA PLACE	137
VERONA STREET	6
VERONICA PLACE	38
VESEY PLACE	6
VESEY STREET	56
VESTRY STREET	73
VETERANS RD W	2
VETERANS ROAD EAST	40
VETERANS ROAD WEST	10
VICTOR STREET	45
VICTORIA DRIVE	2
VICTORIA ROAD	5
VICTORY BLVD	6
VICTORY BOULEVARD	1065
VIELE AVENUE	53
VIETOR AVENUE	64
VILLA AVENUE	946
VILLAGE LANE	3
VILLAGE ROAD	4
VILLAGE ROAD EAST	2
VILLAGE ROAD NO	1
VILLAGE ROAD NORTH	4
VILLAGE ROAD SOUTH	2
VILLANOVA STREET	1
VINCENT AVENUE	300
VINE STREET	6
VINELAND AVENUE	6
VIREO AVE	3
VIREO AVENUE	35
VIRGIL PLACE	120
VIRGINIA AVE	2
VIRGINIA AVENUE	358
VIRGINIA PLACE	14
VIRGINIA ST	1
VIRGINIA STREET	4
VISITATION PLACE	8
VISTA AVENUE	4
VLEIGH PLACE	6
VOGEL AVENUE	8
VON BRAUN AVENUE	5
VONBRAUN AVENUE	2
VOORHEES AVENUE	4
VOORHIES AVE	2
VOORHIES AVENUE	42
VREELAND AVENUE	26
VREELAND STREET	26
VULCAN STREET	46
VYSE AVENUE	2464
W 100TH ST	2
W 101ST ST	1
W 102ND ST	1
W 103RD ST	14
W 105TH ST	1
W 106TH ST	1
W 107TH ST	7
W 108TH ST	2
W 109TH ST	14
W 10TH ST	2
W 110TH ST	6
W 113TH ST	5
W 114TH ST	1
W 115TH ST	3
W 116TH ST	6
W 119TH ST	3
W 11TH ST	2
W 120TH ST	3
W 121ST ST	2
W 122ND ST	4
W 123RD ST	15
W 124TH ST	1
W 125TH ST	5
W 127TH ST	2
W 128TH ST	2
W 129TH ST	1
W 132ND ST	1
W 133RD ST	3
W 135TH ST	11
W 138TH ST	4
W 139TH ST	7
W 13TH ST	2
W 141ST ST	1
W 143RD ST	3
W 145TH ST	3
W 146TH ST	1
W 147TH ST	8
W 148TH ST	4
W 14TH ST	4
W 151ST ST	34
W 152ND ST	2
W 156TH ST	1
W 158TH ST	19
W 159 STREET	1
W 160TH ST	1
W 161ST ST	7
W 162ND ST	1
W 163RD ST	1
W 164TH ST	3
W 168TH ST	3
W 169TH ST	27
W 16TH ST	1
W 171ST ST	2
W 173RD ST	1
W 174TH ST	1
W 175TH ST	2
W 176TH ST	2
W 177TH ST	8
W 17TH ST	2
W 180TH ST	1
W 181ST ST	7
W 185TH ST	3
W 186TH ST	1
W 187TH ST	1
W 188TH ST	3
W 189TH ST	3
W 18TH ST	4
W 191ST ST	5
W 193RD ST	1
W 197TH ST	2
W 19TH ST	3
W 204TH ST	25
W 207TH ST	2
W 212TH ST	2
W 21ST ST	28
W 225TH ST	1
W 22ND ST	4
W 230TH ST	2
W 231ST ST	1
W 238TH ST	2
W 239TH ST	2
W 26TH ST	3
W 28TH ST	1
W 29TH ST	5
W 2ND ST	4
W 30TH ST	1
W 34TH ST	2
W 35TH ST	1
W 36TH ST	1
W 38TH ST	1
W 39TH ST	1
W 3RD ST	3
W 40TH ST	1
W 43RD ST	2
W 46TH ST	1
W 47TH ST	3
W 48TH ST	1
W 49TH ST	8
W 50TH ST	1
W 51ST ST	3
W 53RD ST	1
W 54TH ST	1
W 56TH ST	1
W 6TH ST	3
W 70TH ST	1
W 71ST ST	8
W 74TH ST	1
W 75TH ST	1
W 76TH ST	2
W 7TH ST	1
W 80TH ST	1
W 81ST ST	1
W 82ND ST	5
W 83RD ST	1
W 84TH ST	1
W 86TH ST	1
W 87TH ST	1
W 88TH ST	1
W 89TH ST	1
W 8TH ST	1
W 91ST ST	2
W 93RD ST	4
W 94TH ST	6
W 95TH ST	8
W 96TH ST	1
W 97TH ST	5
W 9TH ST	4
W BURNSIDE AVE	2
W END AVE	2
W KINGSBRIDGE RD	2
W MOSHOLU PARKWAY N	112
W MOSHOLU PARKWAY S	40
W TREMONT AVE	2
WADE SQUARE	96
WADSWORTH AVE	15
WADSWORTH AVENUE	1693
WADSWORTH TER	2
WADSWORTH TERRACE	608
WAINWRIGHT AVENUE	8
WAKEFIELD AVENUE	2
WAKEMAN PLACE	3
WALBROOKE AVENUE	2
WALCOTT AVENUE	2
WALDANE COURT	1
WALDEN AVENUE	5
WALDO AVE	4
WALDO AVENUE	56
WALDRON AVENUE	2
WALDRON STREET	138
WALES AVE	1
WALES AVENUE	331
WALKER PLACE	1
WALKER STREET	410
WALL ST	3
WALL STREET	208
WALLABOUT ST	13
WALLABOUT STREET	231
WALLACE AVE	5
WALLACE AVENUE	1861
WALLOON STREET	26
WALNUT AVENUE	9
WALNUT STREET	4
WALSH COURT	9
WALTHAM STREET	53
WALTON	1
WALTON AVE	16
WALTON AVENUE	7589
WALTON ROAD	1
WALTON STREET	9
WALWORTH ST	6
WALWORTH STREET	398
WANDEL AVENUE	1
WARD AVE	1
WARD AVENUE	1746
WARDS POINT AVENUE	3
WARDWELL AVENUE	9
WAREHAM PLACE	1
WARING AVENUE	167
WARREN PLACE	1
WARREN ST	5
WARREN STREET	1208
WARSOFF PLACE	6
WARWICK AVENUE	1
WARWICK CRESCENT	8
WARWICK ST	1
WARWICK STREET	574
WASHINGTON AVE	15
WASHINGTON AVENEUE	1
WASHINGTON AVENUE	6117
WASHINGTON MEWS	21
WASHINGTON PARK	198
WASHINGTON PLACE	101
WASHINGTON SQ VLLGE	17
WASHINGTON SQUARE E	18
WASHINGTON SQUARE N	128
WASHINGTON SQUARE NORTH	11
WASHINGTON SQUARE S	31
WASHINGTON SQUARE VILLAGE	3
WASHINGTON SQUARE W	44
WASHINGTON SQUARE WEST	3
WASHINGTON ST	37
WASHINGTON STREET	869
WASHINGTON TERRACE	207
WASINGTON AVENUE	2
WATCHAGUE ROAD	2
WATCHOGUE ROAD	57
WATER ST	2
WATER STREET	912
WATERBURY AVENUE	289
WATERFORD COURT	24
WATERLOO PLACE	313
WATERS AVENUE	8
WATERS EDGE DR	1
WATERS EDGE DRIVE	3
WATERS PLACE	2
WATERSEDGE DRIVE	2
WATERSIDE COURT	7
WATERSIDE PARKWAY	1
WATERSIDE PLAZA	4
WATERVIEW COURT	4
WATERVIEW STREET	2
WATJEAN COURT	4
WATKINS AVENUE	9
WATKINS STREET	80
WATSON AVENUE	809
WATSON PLACE	18
WATT AVENUE	8
WATTS STREET	176
WAVE STREET	20
WAVECREST STREET	3
WAVERLY AVE	3
WAVERLY AVENUE	220
WAVERLY PLACE	736
WAYNE AVENUE	466
WAYNE STREET	12
WEBB AVENUE	1410
WEBERS COURT	1
WEBSTER	1
WEBSTER AVE	28
WEBSTER AVENUE	8565
WEBSTER PLACE	2
WEED AVENUE	37
WEEHAWKEN STREET	20
WEEKS AVE	3
WEEKS AVENUE	1823
WEEKS LANE	2
WEIHER COURT	100
WEIRFIELD ST	1
WEIRFIELD STREET	1143
WELDON ST	1
WELDON STREET	75
WELLBROOK AVENUE	9
WELLBROOKE AVENUE	1
WELLER AVE	2
WELLER AVENUE	5
WELLER LANE	6
WELLING COURT	2
WELLINGTON COURT	3
WELLMAN AVENUE	42
WELLS STREET	5
WENLOCK STREET	68
WENNER PLACE	7
WENTWORTH AVENUE	8
WESER AVENUE	7
WEST    1 STREET	1
WEST    2 STREET	4
WEST    3 STREET	3
WEST    4 STREET	15
WEST    5 STREET	8
WEST    6 STREET	3
WEST    7 STREET	16
WEST    8 STREET	9
WEST    9 STREET	11
WEST   10 STREET	11
WEST   11 ROAD	2
WEST   11 STREET	8
WEST   12 STREET	14
WEST   13 STREET	6
WEST   14 STREET	19
WEST   15 STREET	19
WEST   16 STREET	15
WEST   17 STREET	14
WEST   18 STREET	5
WEST   19 STREET	7
WEST   20 STREET	15
WEST   21 STREET	23
WEST   22 STREET	21
WEST   23 STREET	8
WEST   24 STREET	13
WEST   25 STREET	20
WEST   26 STREET	8
WEST   27 STREET	2
WEST   28 STREET	12
WEST   29 STREET	27
WEST   30 STREET	7
WEST   31 STREET	8
WEST   32 STREET	3
WEST   33 STREET	6
WEST   34 STREET	20
WEST   35 STREET	8
WEST   36 STREET	9
WEST   37 STREET	5
WEST   38 STREET	8
WEST   39 STREET	4
WEST   40 STREET	19
WEST   42 STREET	21
WEST   43 STREET	5
WEST   44 STREET	7
WEST   45 STREET	41
WEST   46 STREET	9
WEST   47 STREET	38
WEST   48 STREET	15
WEST   49 STREET	91
WEST   50 STREET	14
WEST   51 STREET	21
WEST   52 STREET	35
WEST   53 STREET	21
WEST   54 STREET	10
WEST   55 STREET	11
WEST   56 STREET	11
WEST   57 STREET	10
WEST   58 STREET	15
WEST   59 STREET	1
WEST   60 STREET	13
WEST   61 STREET	5
WEST   62 STREET	1
WEST   63 STREET	4
WEST   64 STREET	1
WEST   65 STREET	1
WEST   66 STREET	5
WEST   67 STREET	3
WEST   68 STREET	5
WEST   69 STREET	22
WEST   70 STREET	15
WEST   71 STREET	40
WEST   72 STREET	14
WEST   73 STREET	17
WEST   74 STREET	14
WEST   75 STREET	14
WEST   76 STREET	14
WEST   77 STREET	5
WEST   78 STREET	7
WEST   79 STREET	7
WEST   80 STREET	30
WEST   81 STREET	7
WEST   82 STREET	16
WEST   83 STREET	30
WEST   84 STREET	42
WEST   85 STREET	23
WEST   86 STREET	17
WEST   87 STREET	48
WEST   88 STREET	13
WEST   89 STREET	15
WEST   90 STREET	6
WEST   91 STREET	11
WEST   92 STREET	11
WEST   93 STREET	25
WEST   94 STREET	14
WEST   95 STREET	64
WEST   96 STREET	25
WEST   97 STREET	28
WEST   98 STREET	10
WEST   99 STREET	15
WEST  100 STREET	22
WEST  101 STREET	32
WEST  102 STREET	21
WEST  103 STREET	13
WEST  104 STREET	23
WEST  105 STREET	43
WEST  106 STREET	23
WEST  107 STREET	78
WEST  108 STREET	25
WEST  109 STREET	43
WEST  110 STREET	31
WEST  111 STREET	20
WEST  112 STREET	14
WEST  113 STREET	16
WEST  114 STREET	14
WEST  115 STREET	37
WEST  116 STREET	41
WEST  117 STREET	22
WEST  118 STREET	13
WEST  119 STREET	50
WEST  120 STREET	21
WEST  121 STREET	14
WEST  122 STREET	8
WEST  123 STREET	21
WEST  124 STREET	51
WEST  125 STREET	61
WEST  126 STREET	59
WEST  127 STREET	15
WEST  128 STREET	56
WEST  129 STREET	15
WEST  130 STREET	5
WEST  131 STREET	15
WEST  132 STREET	52
WEST  133 STREET	35
WEST  134 STREET	17
WEST  135 STREET	76
WEST  136 STREET	11
WEST  137 STREET	17
WEST  138 STREET	25
WEST  139 STREET	22
WEST  140 STREET	20
WEST  141 STREET	26
WEST  142 STREET	37
WEST  143 STREET	49
WEST  144 STREET	40
WEST  145 STREET	51
WEST  146 STREET	28
WEST  147 STREET	10
WEST  148 STREET	17
WEST  149 STREET	14
WEST  150 STREET	37
WEST  151 STREET	53
WEST  152 STREET	60
WEST  154 STREET	5
